raw_net,optimized_net,optimized_para_count,raw_fairness,optimized_fairness,raw_acc,optimized_acc
census.pt,result/optimizednet128_a_0.pt,128,0.13390000000000002,0.08569999999999998,0.839851517963675,0.49197931857351185
