raw_net,optimized_net,optimized_para_count,raw_fairness,optimized_fairness,raw_acc,optimized_acc
census.pt,result/optimizednet24_c_0.pt,24,0.1261,0.028500000000000004,0.839851517963675,0.5887577886782447
