p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,y
0.9974225759506226,-0.00525403069332242,-0.1659969836473465,0.21567615866661072,0.1882128268480301,-0.14557039737701416,0.1461569219827652,0.2411193549633026,-0.31283605098724365,0.5415672063827515,-0.1098799929022789,-0.04709406569600105,-0.30729421973228455,0.17113448679447174,0.5309587121009827,0.6754981279373169,-0.5450742840766907,0.11115176230669022,-0.2924782335758209,-0.09268970042467117,0.37519723176956177,-0.9506312608718872,-0.3206140100955963,0.21833422780036926,0.09263470768928528,0.7378871440887451,0.5616045594215393,0.16048425436019897,0.009871157817542553,0.11491040140390396,-0.42267462611198425,0.15543724596500397,-0.011218242347240448,-0.19966371357440948,-0.015599651262164116,-0.4072059094905853,0.14196553826332092,0.02302055060863495,0.28196460008621216,0.24463659524917603,-0.2974165976047516,0.941362738609314,0.44481566548347473,-0.14948998391628265,0.14758440852165222,-0.4446399509906769,-0.5844339728355408,0.16510464251041412,-0.26619547605514526,-0.31906256079673767,0.21774016320705414,0.019322024658322334,-0.06463424861431122,0.25221961736679077,-0.3495262861251831,0.05826347693800926,-0.040282413363456726,-0.16709499061107635,-0.353892058134079,-0.5506245493888855,-0.6140760183334351,0.8009800314903259,0.8207526803016663,-0.6965648531913757,-0.05763358995318413,-0.10119761526584625,-0.6793103814125061,-0.12786979973316193,-0.05283612012863159,-0.24164368212223053,0.19253456592559814,0.13373824954032898,0.3422659933567047,-0.4418198764324188,-0.7335751056671143,-0.6214137077331543,-0.11722099781036377,-0.2643333673477173,-0.009203022345900536,0.30301809310913086,0.15507304668426514,0.4730710983276367,0.4128202497959137,-0.30167028307914734,0.09374167025089264,0.18360060453414917,-0.6339582800865173,-0.384186327457428,0.0622270293533802,-0.286699503660202,-0.062331944704055786,-0.09675076603889465,0.07615475356578827,0.12024185061454773,-0.16094829142093658,0.05143396556377411,0.21603167057037354,-0.15331630408763885,0.4246247112751007,0.47708168625831604,0.06
0.9964225759506226,-0.00625403069332242,-0.1669969836473465,0.21467615866661072,0.1872128268480301,-0.14657039737701416,0.1451569219827652,0.2401193549633026,-0.31383605098724365,0.5405672063827515,-0.1108799929022789,-0.048094065696001054,-0.30829421973228455,0.17013448679447174,0.5299587121009827,0.6744981279373169,-0.5460742840766907,0.11015176230669022,-0.2934782335758209,-0.09368970042467117,0.37419723176956177,-0.9516312608718872,-0.3216140100955963,0.21733422780036926,0.09163470768928528,0.7368871440887451,0.5606045594215393,0.15948425436019897,0.008871157817542552,0.11391040140390396,-0.42367462611198425,0.15443724596500397,-0.012218242347240449,-0.20066371357440949,-0.016599651262164117,-0.40820590949058533,0.14096553826332092,0.022020550608634948,0.28096460008621216,0.24363659524917602,-0.2984165976047516,0.940362738609314,0.44381566548347473,-0.15048998391628265,0.14658440852165222,-0.4456399509906769,-0.5854339728355408,0.16410464251041412,-0.26719547605514526,-0.32006256079673767,0.21674016320705414,0.018322024658322333,-0.06563424861431122,0.25121961736679077,-0.3505262861251831,0.05726347693800926,-0.04128241336345673,-0.16809499061107636,-0.354892058134079,-0.5516245493888855,-0.6150760183334351,0.7999800314903259,0.8197526803016663,-0.6975648531913757,-0.05863358995318413,-0.10219761526584625,-0.6803103814125061,-0.12886979973316193,-0.05383612012863159,-0.24264368212223053,0.19153456592559814,0.13273824954032898,0.3412659933567047,-0.4428198764324188,-0.7345751056671143,-0.6224137077331543,-0.11822099781036377,-0.2653333673477173,-0.010203022345900536,0.30201809310913086,0.15407304668426514,0.4720710983276367,0.4118202497959137,-0.30267028307914734,0.09274167025089264,0.18260060453414917,-0.6349582800865173,-0.385186327457428,0.0612270293533802,-0.287699503660202,-0.06333194470405579,-0.09775076603889465,0.07515475356578827,0.11924185061454773,-0.16194829142093659,0.05043396556377411,0.21503167057037353,-0.15431630408763886,0.4236247112751007,0.47608168625831604,0.06000000000000005
0.9984225759506226,-0.00425403069332242,-0.1649969836473465,0.21667615866661072,0.1892128268480301,-0.14457039737701416,0.1471569219827652,0.2421193549633026,-0.31183605098724365,0.5425672063827515,-0.1088799929022789,-0.04609406569600105,-0.30629421973228455,0.17213448679447174,0.5319587121009827,0.6764981279373169,-0.5440742840766907,0.11215176230669022,-0.2914782335758209,-0.09168970042467117,0.37619723176956177,-0.9496312608718872,-0.3196140100955963,0.21933422780036926,0.09363470768928528,0.7388871440887451,0.5626045594215393,0.16148425436019898,0.010871157817542554,0.11591040140390396,-0.42167462611198425,0.15643724596500397,-0.010218242347240447,-0.19866371357440948,-0.014599651262164115,-0.4062059094905853,0.14296553826332092,0.02402055060863495,0.28296460008621216,0.24563659524917603,-0.2964165976047516,0.942362738609314,0.44581566548347473,-0.14848998391628265,0.14858440852165222,-0.4436399509906769,-0.5834339728355408,0.16610464251041412,-0.26519547605514526,-0.31806256079673767,0.21874016320705414,0.020322024658322335,-0.06363424861431122,0.2532196173667908,-0.3485262861251831,0.05926347693800926,-0.039282413363456725,-0.16609499061107635,-0.352892058134079,-0.5496245493888855,-0.6130760183334351,0.8019800314903259,0.8217526803016663,-0.6955648531913757,-0.05663358995318413,-0.10019761526584625,-0.6783103814125061,-0.12686979973316193,-0.05183612012863159,-0.24064368212223053,0.19353456592559815,0.13473824954032898,0.3432659933567047,-0.4408198764324188,-0.7325751056671143,-0.6204137077331543,-0.11622099781036377,-0.2633333673477173,-0.008203022345900535,0.30401809310913086,0.15607304668426514,0.4740710983276367,0.4138202497959137,-0.30067028307914734,0.09474167025089264,0.18460060453414917,-0.6329582800865173,-0.383186327457428,0.0632270293533802,-0.285699503660202,-0.061331944704055785,-0.09575076603889465,0.07715475356578827,0.12124185061454773,-0.15994829142093658,0.05243396556377411,0.21703167057037354,-0.15231630408763885,0.4256247112751007,0.47808168625831604,0.06000000000000005
0.9924225759506226,-0.010254030693322421,-0.1709969836473465,0.2106761586666107,0.18321282684803009,-0.15057039737701416,0.1411569219827652,0.2361193549633026,-0.31783605098724366,0.5365672063827515,-0.1148799929022789,-0.05209406569600105,-0.31229421973228455,0.16613448679447174,0.5259587121009827,0.6704981279373169,-0.5500742840766907,0.10615176230669021,-0.2974782335758209,-0.09768970042467118,0.37019723176956176,-0.9556312608718872,-0.3256140100955963,0.21333422780036926,0.08763470768928527,0.7328871440887451,0.5566045594215393,0.15548425436019897,0.004871157817542553,0.10991040140390396,-0.42767462611198426,0.15043724596500396,-0.01621824234724045,-0.2046637135744095,-0.020599651262164117,-0.41220590949058533,0.13696553826332092,0.018020550608634948,0.27696460008621215,0.23963659524917602,-0.3024165976047516,0.936362738609314,0.4398156654834747,-0.15448998391628266,0.14258440852165222,-0.4496399509906769,-0.5894339728355408,0.16010464251041412,-0.27119547605514527,-0.3240625607967377,0.21274016320705413,0.014322024658322333,-0.06963424861431122,0.24721961736679077,-0.3545262861251831,0.053263476938009265,-0.045282413363456724,-0.17209499061107636,-0.358892058134079,-0.5556245493888855,-0.6190760183334351,0.7959800314903259,0.8157526803016663,-0.7015648531913757,-0.06263358995318413,-0.10619761526584626,-0.6843103814125061,-0.13286979973316193,-0.05783612012863159,-0.24664368212223053,0.18753456592559814,0.12873824954032898,0.3372659933567047,-0.4468198764324188,-0.7385751056671143,-0.6264137077331543,-0.12222099781036377,-0.2693333673477173,-0.014203022345900537,0.29801809310913085,0.15007304668426513,0.4680710983276367,0.4078202497959137,-0.30667028307914734,0.08874167025089263,0.17860060453414917,-0.6389582800865173,-0.389186327457428,0.057227029353380206,-0.29169950366020203,-0.06733194470405579,-0.10175076603889466,0.07115475356578826,0.11524185061454773,-0.1659482914209366,0.04643396556377411,0.21103167057037353,-0.15831630408763886,0.4196247112751007,0.47208168625831604,0.06000000000000005
1.0024225759506225,-0.00025403069332242,-0.1609969836473465,0.22067615866661072,0.1932128268480301,-0.14057039737701416,0.1511569219827652,0.24611935496330262,-0.30783605098724365,0.5465672063827515,-0.1048799929022789,-0.042094065696001055,-0.30229421973228454,0.17613448679447175,0.5359587121009827,0.6804981279373169,-0.5400742840766907,0.11615176230669022,-0.2874782335758209,-0.08768970042467117,0.38019723176956177,-0.9456312608718872,-0.3156140100955963,0.22333422780036927,0.09763470768928528,0.7428871440887451,0.5666045594215393,0.16548425436019898,0.014871157817542554,0.11991040140390397,-0.41767462611198425,0.16043724596500397,-0.006218242347240448,-0.19466371357440948,-0.010599651262164115,-0.4022059094905853,0.14696553826332093,0.02802055060863495,0.28696460008621216,0.24963659524917603,-0.2924165976047516,0.946362738609314,0.44981566548347474,-0.14448998391628265,0.15258440852165223,-0.4396399509906769,-0.5794339728355408,0.17010464251041413,-0.26119547605514526,-0.31406256079673767,0.22274016320705414,0.024322024658322335,-0.05963424861431122,0.2572196173667908,-0.3445262861251831,0.06326347693800927,-0.03528241336345673,-0.16209499061107635,-0.348892058134079,-0.5456245493888855,-0.609076018333435,0.8059800314903259,0.8257526803016663,-0.6915648531913757,-0.05263358995318413,-0.09619761526584625,-0.6743103814125061,-0.12286979973316192,-0.047836120128631594,-0.23664368212223053,0.19753456592559815,0.13873824954032898,0.3472659933567047,-0.4368198764324188,-0.7285751056671143,-0.6164137077331543,-0.11222099781036377,-0.2593333673477173,-0.0042030223459005355,0.30801809310913086,0.16007304668426514,0.4780710983276367,0.4178202497959137,-0.29667028307914733,0.09874167025089264,0.18860060453414917,-0.6289582800865173,-0.379186327457428,0.06722702935338021,-0.281699503660202,-0.05733194470405579,-0.09175076603889465,0.08115475356578827,0.12524185061454773,-0.15594829142093658,0.056433965563774106,0.22103167057037354,-0.14831630408763885,0.4296247112751007,0.48208168625831604,0.06000000000000005
0.9874225759506225,-0.01525403069332242,-0.1759969836473465,0.2056761586666107,0.17821282684803008,-0.15557039737701417,0.1361569219827652,0.2311193549633026,-0.32283605098724366,0.5315672063827515,-0.1198799929022789,-0.057094065696001055,-0.31729421973228455,0.16113448679447173,0.5209587121009827,0.6654981279373169,-0.5550742840766907,0.10115176230669022,-0.30247823357582093,-0.10268970042467117,0.36519723176956176,-0.9606312608718872,-0.3306140100955963,0.20833422780036925,0.08263470768928528,0.7278871440887451,0.5516045594215393,0.15048425436019897,-0.00012884218245744726,0.10491040140390397,-0.43267462611198426,0.14543724596500396,-0.02121824234724045,-0.2096637135744095,-0.025599651262164118,-0.41720590949058534,0.13196553826332091,0.013020550608634949,0.27196460008621215,0.23463659524917602,-0.3074165976047516,0.931362738609314,0.4348156654834747,-0.15948998391628266,0.1375844085216522,-0.4546399509906769,-0.5944339728355408,0.15510464251041411,-0.2761954760551453,-0.3290625607967377,0.20774016320705413,0.009322024658322334,-0.07463424861431121,0.24221961736679076,-0.3595262861251831,0.04826347693800926,-0.05028241336345673,-0.17709499061107636,-0.363892058134079,-0.5606245493888855,-0.6240760183334351,0.7909800314903259,0.8107526803016663,-0.7065648531913757,-0.06763358995318412,-0.11119761526584625,-0.6893103814125061,-0.13786979973316194,-0.06283612012863159,-0.25164368212223054,0.18253456592559814,0.12373824954032898,0.3322659933567047,-0.45181987643241883,-0.7435751056671143,-0.6314137077331543,-0.12722099781036378,-0.2743333673477173,-0.019203022345900538,0.29301809310913085,0.14507304668426513,0.4630710983276367,0.4028202497959137,-0.31167028307914735,0.08374167025089264,0.17360060453414916,-0.6439582800865173,-0.394186327457428,0.0522270293533802,-0.29669950366020204,-0.07233194470405578,-0.10675076603889465,0.06615475356578827,0.11024185061454773,-0.1709482914209366,0.04143396556377411,0.20603167057037353,-0.16331630408763886,0.4146247112751007,0.46708168625831603,0.06000000000000005
1.0074225759506226,0.00474596930667758,-0.1559969836473465,0.22567615866661073,0.1982128268480301,-0.13557039737701415,0.1561569219827652,0.2511193549633026,-0.30283605098724364,0.5515672063827515,-0.0998799929022789,-0.03709406569600105,-0.29729421973228454,0.18113448679447175,0.5409587121009827,0.6854981279373169,-0.5350742840766907,0.12115176230669021,-0.2824782335758209,-0.08268970042467118,0.3851972317695618,-0.9406312608718872,-0.3106140100955963,0.22833422780036927,0.10263470768928527,0.7478871440887451,0.5716045594215393,0.17048425436019898,0.019871157817542555,0.12491040140390396,-0.41267462611198424,0.16543724596500398,-0.0012182423472404478,-0.18966371357440948,-0.005599651262164116,-0.3972059094905853,0.15196553826332093,0.03302055060863495,0.29196460008621217,0.25463659524917603,-0.2874165976047516,0.951362738609314,0.45481566548347474,-0.13948998391628264,0.15758440852165223,-0.43463995099067687,-0.5744339728355408,0.17510464251041413,-0.25619547605514525,-0.30906256079673766,0.22774016320705415,0.029322024658322336,-0.054634248614311216,0.2622196173667908,-0.3395262861251831,0.06826347693800926,-0.030282413363456724,-0.15709499061107635,-0.34389205813407897,-0.5406245493888855,-0.604076018333435,0.8109800314903259,0.8307526803016663,-0.6865648531913757,-0.047633589953184126,-0.09119761526584626,-0.6693103814125061,-0.11786979973316193,-0.04283612012863159,-0.23164368212223052,0.20253456592559815,0.143738249540329,0.3522659933567047,-0.4318198764324188,-0.7235751056671142,-0.6114137077331543,-0.10722099781036377,-0.2543333673477173,0.0007969776540994646,0.31301809310913087,0.16507304668426515,0.4830710983276367,0.4228202497959137,-0.29167028307914733,0.10374167025089263,0.19360060453414918,-0.6239582800865173,-0.37418632745742797,0.0722270293533802,-0.276699503660202,-0.052331944704055784,-0.08675076603889466,0.08615475356578826,0.13024185061454774,-0.15094829142093658,0.06143396556377411,0.22603167057037354,-0.14331630408763885,0.4346247112751007,0.48708168625831605,0.06000000000000005
0.9474225759506225,-0.05525403069332242,-0.21599698364734649,0.16567615866661073,0.1382128268480301,-0.19557039737701415,0.0961569219827652,0.19111935496330262,-0.36283605098724364,0.4915672063827515,-0.1598799929022789,-0.09709406569600106,-0.35729421973228453,0.12113448679447174,0.4809587121009827,0.6254981279373169,-0.5950742840766907,0.06115176230669021,-0.3424782335758209,-0.14268970042467116,0.3251972317695618,-1.0006312608718873,-0.3706140100955963,0.16833422780036927,0.042634707689285276,0.6878871440887451,0.5116045594215393,0.11048425436019897,-0.04012884218245745,0.06491040140390396,-0.47267462611198424,0.10543724596500396,-0.06121824234724045,-0.24966371357440947,-0.06559965126216412,-0.4572059094905853,0.09196553826332092,-0.026979449391365054,0.23196460008621217,0.19463659524917604,-0.3474165976047516,0.8913627386093139,0.39481566548347474,-0.19948998391628264,0.09758440852165222,-0.49463995099067687,-0.6344339728355408,0.11510464251041412,-0.31619547605514525,-0.36906256079673766,0.16774016320705415,-0.03067797534167767,-0.11463424861431122,0.20221961736679078,-0.3995262861251831,0.00826347693800926,-0.09028241336345673,-0.21709499061107634,-0.40389205813407897,-0.6006245493888855,-0.6640760183334351,0.7509800314903259,0.7707526803016662,-0.7465648531913758,-0.10763358995318413,-0.15119761526584624,-0.7293103814125061,-0.17786979973316192,-0.1028361201286316,-0.2916436821222305,0.14253456592559816,0.08373824954032898,0.2922659933567047,-0.4918198764324188,-0.7835751056671143,-0.6714137077331543,-0.16722099781036376,-0.3143333673477173,-0.05920302234590054,0.25301809310913087,0.10507304668426513,0.42307109832763673,0.3628202497959137,-0.35167028307914733,0.043741670250892636,0.13360060453414918,-0.6839582800865174,-0.43418632745742797,0.0122270293533802,-0.336699503660202,-0.11233194470405579,-0.14675076603889464,0.026154753565788266,0.07024185061454773,-0.21094829142093657,0.0014339655637741061,0.16603167057037355,-0.20331630408763884,0.3746247112751007,0.42708168625831605,0.06000000000000005
1.0474225759506226,0.04474596930667758,-0.1159969836473465,0.2656761586666107,0.23821282684803008,-0.09557039737701416,0.1961569219827652,0.2911193549633026,-0.26283605098724366,0.5915672063827515,-0.0598799929022789,0.00290593430399895,-0.25729421973228456,0.22113448679447173,0.5809587121009827,0.7254981279373169,-0.4950742840766907,0.1611517623066902,-0.24247823357582093,-0.04268970042467117,0.42519723176956176,-0.9006312608718872,-0.2706140100955963,0.26833422780036925,0.14263470768928527,0.7878871440887452,0.6116045594215394,0.21048425436019896,0.059871157817542556,0.16491040140390395,-0.37267462611198426,0.20543724596500396,0.038781757652759555,-0.1496637135744095,0.03440034873783589,-0.35720590949058534,0.1919655382633209,0.07302055060863495,0.33196460008621215,0.294636595249176,-0.2474165976047516,0.991362738609314,0.4948156654834747,-0.09948998391628265,0.1975844085216522,-0.3946399509906769,-0.5344339728355407,0.2151046425104141,-0.21619547605514527,-0.2690625607967377,0.2677401632070541,0.06932202465832234,-0.014634248614311215,0.30221961736679076,-0.2995262861251831,0.10826347693800926,0.009717586636543277,-0.11709499061107635,-0.303892058134079,-0.5006245493888855,-0.564076018333435,0.850980031490326,0.8707526803016663,-0.6465648531913757,-0.007633589953184125,-0.05119761526584625,-0.6293103814125061,-0.07786979973316192,-0.002836120128631589,-0.19164368212223054,0.24253456592559813,0.18373824954032897,0.3922659933567047,-0.39181987643241883,-0.6835751056671142,-0.5714137077331543,-0.06722099781036377,-0.2143333673477173,0.04079697765409947,0.35301809310913085,0.20507304668426513,0.5230710983276368,0.4628202497959137,-0.25167028307914735,0.14374167025089263,0.23360060453414916,-0.5839582800865173,-0.334186327457428,0.1122270293533802,-0.23669950366020204,-0.012331944704055783,-0.04675076603889465,0.12615475356578826,0.17024185061454772,-0.11094829142093658,0.10143396556377411,0.2660316705703735,-0.10331630408763885,0.4746247112751007,0.5270816862583161,0.06000000000000005
0.8974225759506226,-0.10525403069332243,-0.2659969836473465,0.11567615866661071,0.08821282684803008,-0.24557039737701417,0.04615692198276519,0.1411193549633026,-0.41283605098724363,0.4415672063827515,-0.2098799929022789,-0.14709406569600106,-0.4072942197322845,0.07113448679447174,0.4309587121009827,0.5754981279373169,-0.6450742840766907,0.01115176230669021,-0.3924782335758209,-0.19268970042467118,0.2751972317695618,-1.0506312608718873,-0.4206140100955963,0.11833422780036926,-0.007365292310714727,0.6378871440887451,0.46160455942153933,0.06048425436019897,-0.09012884218245745,0.014910401403903956,-0.5226746261119842,0.05543724596500396,-0.11121824234724045,-0.29966371357440946,-0.11559965126216412,-0.5072059094905853,0.04196553826332092,-0.07697944939136506,0.18196460008621215,0.14463659524917602,-0.39741659760475156,0.841362738609314,0.34481566548347475,-0.24948998391628266,0.047584408521652216,-0.5446399509906769,-0.6844339728355407,0.06510464251041412,-0.36619547605514524,-0.41906256079673765,0.11774016320705413,-0.08067797534167767,-0.16463424861431122,0.15221961736679077,-0.4495262861251831,-0.04173652306199074,-0.14028241336345673,-0.26709499061107633,-0.45389205813407896,-0.6506245493888855,-0.714076018333435,0.700980031490326,0.7207526803016663,-0.7965648531913757,-0.15763358995318413,-0.20119761526584626,-0.7793103814125061,-0.22786979973316193,-0.1528361201286316,-0.3416436821222305,0.09253456592559814,0.033738249540328974,0.2422659933567047,-0.5418198764324188,-0.8335751056671142,-0.7214137077331543,-0.21722099781036378,-0.36433336734771726,-0.10920302234590054,0.20301809310913085,0.05507304668426513,0.37307109832763674,0.3128202497959137,-0.4016702830791473,-0.006258329749107366,0.08360060453414916,-0.7339582800865173,-0.48418632745742796,-0.0377729706466198,-0.386699503660202,-0.1623319447040558,-0.19675076603889466,-0.023845246434211737,0.020241850614547724,-0.26094829142093656,-0.0485660344362259,0.11603167057037353,-0.25331630408763883,0.32462471127510073,0.37708168625831606,0.06000000000000005
