raw_net,optimized_net,optimized_para_count,raw_fairness,optimized_fairness,raw_acc,optimized_acc
census.pt,result/optimizednet128_a_2.pt,128,0.14150000000000001,0.09399999999999996,0.839851517963675,0.4781917009147554
