raw_net,optimized_net,optimized_para_count,raw_fairness,optimized_fairness,raw_acc,optimized_acc
census.pt,result/optimizednet222_o_2.pt,222,0.13570000000000002,0.0,0.839851517963675,0.7511600159087896
